"","LOINC_NUM","COMPONENT","SYSTEM","LONG_COMMON_NAME","RELATEDNAMES2"
"210","47135-9","Ascorbat^nach Dosis","Serum oder Plasma","Ascorbat [Mol/Volumen] in Serum oder Plasma --nach Dosis",""
"211","32693-4","Lactat","Blut","Lactat [Mol/Volumen] in Blut","Laktat"
"212","32699-1","Mikroskopische Beobachtung","Blut","Mikroskopische Beobachtung [Nachweis oder Identität] in Blut mit säurefester Färbung",""
"213","32701-5","Microsporidia identifiziert","Stuhl","Microsporidia identifiziert in Stuhl mit modifizierter Trichrom-Färbung",""
"214","32709-8","Neutrophile","Körperflüssigkeit","Neutrophile [#/Volumen] in Körperflüssigkeit",""
"215","48419-6","Immunkomplex.IgG","Serum oder Plasma","Immunkomplex.IgG [Masse/Volumen] in Serum oder Plasma mit C1q-Bindungstest",""
"216","35073-6","Basophile","Peritonealflüssigkeit","Basophile [#/Volumen] in Peritonealflüssigkeit",""
"217","35082-7","Lymphozyten.groß granuliert","Blut","Große granulierte Lymphozyten [#/Volumen] in Blut",""
"218","33657-8","Beta-N-Acetylhexosaminidase.A","Leukozyten","Beta-N-Acetylhexosaminidase.A [Mol/Volumen] in Leukozyten","WBC"
"219","50439-9","Corticotropin^3-Uhr-Probenmaterial","Plasma","Corticotropin [Masse/Volumen] in Plasma --3-Uhr-Probenmaterial","Adrenocorticotropes Hormon; ACTH"
"220","27042-1","Methohexital","Serum oder Plasma","Methohexital [Masse/Volumen] in Serum oder Plasma",""
"221","2704-5","Sauerstoff","Blut kapillar","Sauerstoff [Partialdruck] in Kapillarblut",""
"222","3579-0","Doxepin","Serum oder Plasma","Doxepin [Masse/Volumen] in Serum oder Plasma",""
"223","35880-4","Gewebetransglutaminase Ak.IgM","Serum","Gewebetransglutaminase IgM-Antikörper [Einheiten/Volumen] in Serum","Transglutaminase"
"224","2825-8","Kalium","Speichel","Kalium [Mol/Volumen] in Speichel",""
"225","28552-8","Cladosporium herbarum Ak.IgM","Serum","Cladosporium herbarum IgM-Antikörper [Einheiten/Volumen] in Serum",""
"226","28612-0","Legionella sp Ak.IgM","Serum","Legionella sp IgM-Antikörper [Titer] in Serum mit Immunfluoreszenztest",""
"227","51204-6","Silizium","Haar","Silizium [Masse/Masse] in Haar",""
"228","51235-0","Zellen.CD13/100 Zellen","Gewebe","CD13-Zellen/100 Zellen in Gewebe",""
"229","29348-0","Alprazolam","Magenflüssigkeit","Alprazolam [Masse/Volumen] in Magenflüssigkeit",""
"230","2936-3","Serin","Serum oder Plasma","Serin [Masse/Volumen] in Serum oder Plasma",""
"231","26511-6","Neutrophile/100 Leukozyten","Blut","Neutrophile/100 Leukozyten in Blut",""
"232","26512-4","Neutrophile/100 Leukozyten","Zerebrospinalflüssigkeit","Neutrophile/100 Leukozyten in Zerebrospinalflüssigkeit",""
"233","26513-2","Neutrophile/100 Leukozyten","Körperflüssigkeit","Neutrophile/100 Leukozyten in Körperflüssigkeit",""
"234","2586-6","Lysin","Urin","Lysin [Masse/Volumen] in Urin",""
"235","24374-1","Thrombozyten-assoziierter Ak","Blut","Thrombozyten-assoziierter Antikörper [Nachweis] in Blut",""
"236","39606-9","Kaninchenepithel Ak.IgE/IgE.gesamt","Serum","Kaninchenepithel IgE-Antikörper/Gesamt-IgE in Serum",""
"237","3965-1","Phenylpropanolamin","Urin","Phenylpropanolamin [Nachweis] in Urin",""
"238","14728-0","Fluoxetin","Serum oder Plasma","Fluoxetin [Mol/Volumen] in Serum oder Plasma",""
"239","14743-9","Glucose","Blut kapillar","Glucose [Mol/Volumen] in Kapillarblut mit Glucometer","Glukose"
"240","14745-4","Glucose","Körperflüssigkeit","Glucose [Mol/Volumen] in Körperflüssigkeit","Glukose"
"241","14746-2","Glucose","Peritonealdialysat","Glucose [Mol/Volumen] in Peritonealdialysat","Glukose"
"242","14761-1","Glucose^2 Stunden postprandial","Serum oder Plasma","Glucose [Mol/Volumen] in Serum oder Plasma --2 Stunden postprandial","Glukose"
"243","14581-3","Paracetamol","Serum oder Plasma","Paracetamol [Mol/Volumen] in Serum oder Plasma","Acetaminophen"
"244","24375-8","Thrombozyt Ak","Serum","Thrombozyten Antikörper [Nachweis] in Serum",""
"245","25872-3","C-Peptid","Urin","C-Peptid [Mol/Volumen] in 24-Stunden-Urin",""
"246","26515-7","Thrombozyten","Blut","Thrombozyten [#/Volumen] in Blut",""
"247","26516-5","Thrombozyten","Plasma","Thrombozyten [#/Volumen] in Plasma",""
"248","26539-7","Glucose^45 Minuten nach Dosis Glucose","Serum oder Plasma","Glucose [Masse/Volumen] in Serum oder Plasma --45 Minuten nach Dosis Glucose","Glukose"
"249","26560-3","Zellen.CD16/100 Zellen","XXX","CD16-Zellen/100 Zellen in Probenmaterial",""
"250","21338-9","HIV-2 p31 Ak","Serum","HIV-2 p31 Antikörper [Nachweis] in Serum mit Immunoblot",""
"251","13397-5","Glycin","Amnionflüssigkeit","Glycin [Masse/Volumen] in Amnionflüssigkeit",""
"252","13401-5","Hydroxyprolin","Amnionflüssigkeit","Hydroxyprolin [Masse/Volumen] in Amnionflüssigkeit",""
"253","13423-9","Adrenalin^5. Probenmaterial nach XXX Stimulation","Plasma","Adrenalin [Masse/Volumen] in Plasma --5. Probenmaterial nach XXX Stimulation","Epinephrin"
"254","13459-3","Cholesterol.in LDL/Cholesterol.gesamt","Serum oder Plasma","Cholesterol in LDL/Cholesterol.gesamt [Massenverhältnis] in Serum oder Plasma",""
"255","14582-1","Aceton","Serum oder Plasma","Aceton [Mol/Volumen] in Serum oder Plasma",""
"256","14585-4","Albumin/Creatinin","Urin","Albumin/Creatinin [Molverhältnis] in Urin",""
"257","14586-2","Aldosteron","Serum oder Plasma","Aldosteron [Mol/Volumen] in Serum oder Plasma",""
"258","14591-2","Alprazolam","Serum oder Plasma","Alprazolam [Mol/Volumen] in Serum oder Plasma",""
"259","14592-0","Aluminium","Urin","Aluminium [Mol/Volumen] in 24-Stunden-Urin",""
"260","14597-9","Amitriptylin","Serum oder Plasma","Amitriptylin [Mol/Volumen] in Serum oder Plasma",""
"261","14620-9","Aussehen","Pleuraflüssigkeit","Aussehen von Pleuraflüssigkeit",""
"262","14628-2","Gallensäure","Serum oder Plasma","Gallensäure [Mol/Volumen] in Serum oder Plasma",""
"263","26850-8","Oxazepam","Glaskörperflüssigkeit","Oxazepam [Masse/Volumen] in Glaskörperflüssigkeit",""
"264","26851-6","Lorazepam","Glaskörperflüssigkeit","Lorazepam [Masse/Volumen] in Glaskörperflüssigkeit",""
"265","14640-7","Kohlenstoffdioxid","Dialysat","Kohlenstoffdioxid, gesamt [Mol/Volumen] in Dialysat",""
"266","14647-2","Cholesterol","Serum oder Plasma","Cholesterol [Mol/Volumen] in Serum oder Plasma","Cholesterin"
"267","14648-0","Chylomikronen","Serum oder Plasma","Chylomikronen [Mol/Volumen] in Serum oder Plasma",""
"268","14649-8","Cimetidin","Magenflüssigkeit","Cimetidin [Nachweis] in Magenflüssigkeit",""
"269","14650-6","Citrat","Urin","Citrat [Mol/Zeit] in 24-Stunden-Urin",""
"270","14656-3","Clozapin","Serum oder Plasma","Clozapin [Mol/Volumen] in Serum oder Plasma",""
"271","14674-6","Corticotropin","Plasma","Corticotropin [Mol/Volumen] in Plasma","Adrenocorticotropes Hormon; ACTH"
"272","14681-1","Creatinin","Peritonealdialysat","Creatinin [Mol/Volumen] in Peritonealdialysat",""
"273","14682-9","Creatinin","Serum oder Plasma","Creatinin [Mol/Volumen] in Serum oder Plasma",""
"274","14691-0","Desipramin","Serum oder Plasma","Desipramin [Mol/Volumen] in Serum oder Plasma",""
"275","14692-8","Desipramin","Urin","Desipramin [Mol/Volumen] in Urin",""
"276","14693-6","Norclobazam","Serum oder Plasma","Norclobazam [Mol/Volumen] in Serum oder Plasma",""
"277","2905-8","Pyruvat","Blut","Pyruvat [Masse/Volumen] in Blut",""
"278","2912-4","Pyruvatkinase","Erythrozyten","Pyruvatkinase [Enzymaktivität/Volumen] in Erythrozyten","RBC"
"279","58437-5","Mikroorganismen entdeckt","Urinsediment","Mikroorganismen entdeckt [Typ] in Urinsediment mit Lichtmikroskopie",""
"280","2913-2","Pyruvatkinase","Serum oder Plasma","Pyruvatkinase [Enzymaktivität/Volumen] in Serum oder Plasma",""
"281","29382-9","Warfarin","Urin","Warfarin [Masse/Volumen] in Urin",""
"282","29385-2","Nordiazepam","Magenflüssigkeit","Nordiazepam [Masse/Volumen] in Magenflüssigkeit",""
"283","29399-3","Clonazepam","Magenflüssigkeit","Clonazepam [Masse/Volumen] in Magenflüssigkeit",""
"284","15225-6","(Foeniculum vulgare-Samen+Ocimum basilicum+Pimpinella anisum+Zingiber officinale) Ak.IgE","Serum","(Foeniculum vulgare Samen+Ocimum basilicum+Pimpinella anisum+Zingiber officinale) IgE-Antikörper [Nachweis] in Serum mit Multidisk",""
"285","15248-8","(Arachis hypogaea+Glycine max+Pisum sativum) Ak.IgE","Serum","(Arachis hypogaea+Glycine max+Pisum sativum) IgE-Antikörper [Nachweis] in Serum mit Multidisk",""
"286","15251-2","(Actinidia chinensis+Ananas comosus+Cucumis melo+Musa spp+Prunus persica) Ak.IgE","Serum","(Actinidia chinensis+Ananas comosus+Cucumis melo+Musa spp+Prunus persica) IgE-Antikörper [Nachweis] in Serum mit Multidisk",""
"287","1720-2","Adeninphosphoribosyltransferase","Erythrozyten","Adeninphosphoribosyltransferase [Enzymaktivität/Volumen] in Erythrozyten","RBC"
"288","1721-0","Adenosintriphosphat","Blut","Adenosintriphosphat [Masse/Volumen] in Blut",""
"289","17221-3","Zellen.CD235a/100 Zellen","Blut","CD235a-Zellen/100 Zellen in Blut",""
"290","17228-8","Lymphozytisches Choriomeningitis-Virus Ak","Zerebrospinalflüssigkeit","Lymphozytisches Choriomeningitis-Virus Antikörper [Titer] in Zerebrospinalflüssigkeit","Lymphocytic choriomeningitis mammarenavirus"
"291","14697-7","Diazepam","Serum oder Plasma","Diazepam [Mol/Volumen] in Serum oder Plasma",""
"292","14698-5","Digoxin","Serum oder Plasma","Digoxin [Mol/Volumen] in Serum oder Plasma",""
"293","14702-5","Disopyramid","Serum oder Plasma","Disopyramid [Mol/Volumen] in Serum oder Plasma",""
"294","14703-3","Dopamin","Serum oder Plasma","Dopamin [Mol/Volumen] in Serum oder Plasma",""
"295","14720-7","Ethosuximid","Serum oder Plasma","Ethosuximid [Mol/Volumen] in Serum oder Plasma",""
"296","14723-1","Ferritin","Serum oder Plasma","Ferritin [Mol/Volumen] in Serum oder Plasma",""
"297","14729-8","Flurazepam","Serum oder Plasma","Flurazepam [Mol/Volumen] in Serum oder Plasma",""
"298","19207-0","Plattenepithelkarzinom Ag","Serum oder Plasma","Plattenepithelkarzinom Antigen [Einheiten/Volumen] in Serum oder Plasma","SCC"
"299","1920-8","Aspartat-Aminotransferase","Serum oder Plasma","Aspartat-Aminotransferase [Enzymaktivität/Volumen] in Serum oder Plasma","AST; GOT; ASAT"
"300","19220-3","Sauerstoffgehalt","Blut venös","Sauerstoffgehalt in venösem Blut",""
"301","19235-1","Basenüberschuss^^Standard","Blut arteriell","Basenüberschuss Standard in arteriellem Blut, berechnet",""
"302","1916-6","Aspartat-Aminotransferase/Alanin-Aminotransferase","Serum oder Plasma","Aspartat-Aminotransferase/Alanin-Aminotransferase [Verhältnis der enzymatischen Aktivität] in Serum oder Plasma","AST; GOT; ASAT"
"303","19167-6","Carcinoembryonales Ag","Serum oder Plasma","Carcinoembryonales Antigen [Mol/Volumen] in Serum oder Plasma","CEA; Karzinoembryonales"
"304","19170-0","Carcinoembryonales Ag","Pleuraflüssigkeit","Carcinoembryonales Antigen [Mol/Volumen] in Pleuraflüssigkeit","CEA; Karzinoembryonales"
"305","1917-4","Aspartat-Aminotransferase","Amnionflüssigkeit","Aspartat-Aminotransferase [Enzymaktivität/Volumen] in Amnionflüssigkeit","AST; GOT; ASAT"
"306","32665-2","Antikonvulsiva","Serum oder Plasma","Antikonvulsiva [Nachweis oder Identität] in Serum oder Plasma",""
"307","14742-1","Gastrin^vor 0,2 U/kg Sekretin","Serum oder Plasma","Gastrin [Mol/Volumen] in Serum oder Plasma --vor 0,2 U/kg Sekretin",""
"308","21396-7","Mononukleäre Zellen","Zerebrospinalflüssigkeit","Mononukleäre Zellen [#/Volumen] in Zerebrospinalflüssigkeit mit manueller Zählung",""
"309","21407-2","Myelin Ak.IgA","Serum","Myelin IgA-Antikörper [Titer] in Serum",""
"310","20565-8","Kohlenstoffdioxid","Blut","Kohlenstoffdioxid, gesamt [Mol/Volumen] in Blut",""
"311","21419-7","Neutrophiler zytoplasmatischer Ak-Muster","Serum","Neutrophiler zytoplasmatischer Antikörpermuster [Interpretation] in Serum mit Immunfluoreszenztest",""
"312","209-7","Ciclacillin","Isolat","Ciclacillin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)",""
"313","23794-1","(Avena sativa+Hordeum vulgare+Oryza sativa+Secale cereale+Triticum aestivum+Zea mays) Ak.IgE","Serum","(Avena sativa+Hordeum vulgare+Oryza sativa+Secale cereale+Triticum aestivum+Zea mays) IgE-Antikörper [Nachweis] in Serum mit Multidisk",""
"314","23803-0","(Dactylis glomerata+Festuca elatior+Lolium perenne+Phleum pratense+Poa pratensis) Ak.IgE","Serum","(Dactylis glomerata+Festuca elatior+Lolium perenne+Phleum pratense+Poa pratensis) IgE-Antikörper [Nachweis] in Serum mit Multidisk",""
"315","23805-5","5-Fluorocytosin","XXX","5-Fluorocytosin [Masse/Volumen] in Probenmaterial",""
"316","2381-2","Glutathion.oxidiert","Erythrozyten","Glutathion.oxidiert [Masse/Volumen] in Erythrozyten","RBC"
"317","2382-0","Glutathion.reduziert","Erythrozyten","Glutathion.reduziert [Masse/Volumen] in Erythrozyten","RBC"
"318","24163-8","(Rindfleisch+Hühnerfleisch+Schweinefleisch) Ak.IgE","Serum","(Rindfleisch+Hühnerfleisch+Schweinefleisch) IgE-Antikörper [Nachweis] in Serum mit Multidisk",""
"319","24203-2","Legionella pneumophila Ak^1. Probenmaterial","Serum","Legionella pneumophila Antikörper [Titer] in Serum mit Immunfluoreszenztest --1. Probenmaterial",""
"320","24219-8","Parainfluenza-Virus 1 Ak^1. Probenmaterial","Serum","Parainfluenza-Virus 1 Antikörper [Titer] in Serum mit Komplementbindungsreaktion --1. Probenmaterial","Human respirovirus 1"
"321","24277-6","Legionella pneumophila Ak^1. Probenmaterial","Serum","Legionella pneumophila Antikörper [Titer] in Serum --1. Probenmaterial",""
"322","2428-1","Homocystein","Serum oder Plasma","Homocystein [Masse/Volumen] in Serum oder Plasma",""
"323","24296-6","Parainfluenza-Virus 3 Ak^1. Probenmaterial","Serum","Parainfluenza-Virus 3 Antikörper [Titer] in Serum --1. Probenmaterial","Human respirovirus 3"
"324","24315-4","Cytomegalie-Virus Ak.IgG & IgM (Liste)","Serum oder Plasma","Cytomegalie-Virus Antikörper.IgG und IgM (Liste) - Serum oder Plasma",""
"325","14361-0","Mikroskopische Beobachtung","Vaginalflüssigkeit","Mikroskopische Beobachtung [Nachweis oder Identität] in Vaginalflüssigkeit mit Gram-Färbung",""
"326","14363-6","Mikroskopische Beobachtung","Synovialflüssigkeit","Mikroskopische Beobachtung [Nachweis oder Identität] in Synovialflüssigkeit mit Gram-Färbung",""
"327","14364-4","Mikroskopische Beobachtung","Auge","Mikroskopische Beobachtung [Nachweis oder Identität] im Auge mit Gram-Färbung",""
"328","14372-7","Erythrozyten","Magenflüssigkeit","Erythrozyten [#/Volumen] in Magenflüssigkeit mit manueller Zählung",""
"329","14373-5","Leukozyten","Magenflüssigkeit","Leukozyten [#/Volumen] in Magenflüssigkeit mit manueller Zählung",""
"330","14748-8","Glucose","Peritonealflüssigkeit","Glucose [Mol/Volumen] in Peritonealflüssigkeit","Glukose"
"331","14749-6","Glucose","Serum oder Plasma","Glucose [Mol/Volumen] in Serum oder Plasma","Glukose"
"332","14775-1","Hämoglobin","Blut arteriell","Hämoglobin [Masse/Volumen] in arteriellem Blut mit Oximetrie",""
"333","14782-7","Homovanillat","Urin","Homovanillat [Mol/Volumen] in Urin","Homovanillinsäure"
"334","14783-5","Homovanillat","Urin","Homovanillat [Mol/Zeit] in 24-Stunden-Urin","Homovanillinsäure"
"335","14344-6","Eosinophile/100 Leukozyten","Pleuraflüssigkeit","Eosinophile/100 Leukozyten in Pleuraflüssigkeit mit manueller Zählung",""
"336","14358-6","Mikroskopische Beobachtung","Aspirat","Mikroskopische Beobachtung [Nachweis oder Identität] in Aspirat mit Gram-Färbung",""
"337","14542-5","Masern-Virus Ag","Urinsediment","Masern-Virus Antigen [Nachweis] in Urinsediment mit Immunfluoreszenztest","Measles morbillivirus"
"338","14550-8","Mumps-Virus Ag","Sputum","Mumps-Virus Antigen [Nachweis] in Sputum mit Immunfluoreszenztest","Mumps rubulavirus"
"339","14558-1","Mycobacterium tuberculosis DNA","Magenflüssigkeit","Mycobacterium tuberculosis DNA [Nachweis] in Magenflüssigkeit mit Nukleinsäureamplifikation mit Sondendetektion",""
"340","33209-8","Zellen.CD235a/100 Zellen","Aspirat","CD235a-Zellen/100 Zellen in Aspirat",""
"341","33247-8","Probenmaterialgewicht","Schweiß","Gewicht von Schweiß",""
"342","3367-0","Atropin","Serum oder Plasma","Atropin [Masse/Volumen] in Serum oder Plasma",""
"343","33677-6","Francisella tularensis","Isolat","Francisella tularensis [Nachweis] in Isolat mit erregerspezifischer Kultur",""
"344","336-8","Minocyclin","Isolat","Minocyclin [Empfindlichkeit] mit Agardiffusion",""
"345","13467-6","Selen/Creatinin","Urin","Selen/Creatinin [Massenverhältnis] in Urin",""
"346","13488-2","Gerinnungzeit Oberflächen-induziert","Thrombozytenarmes Plasma^Kontrolle","aPTT in thrombozytenarmem Kontroll-Plasma mit Gerinnungstest","Koagulation Oberflächen-induziert; aPTT"
"347","13438-7","Proteinmuster","Urin","Proteinfraktionen [Interpretation] in Urin mit Elektrophorese",""
"348","13447-8","Creatinin Renale Clearance/1,73 qm","Urin und Serum oder Plasma","Creatinin Clearance renal/1,73 Quadratmeter in 6-Stunden-Urin und Serum oder Plasma",""
"349","13457-7","Cholesterol.in LDL","Serum oder Plasma","Cholesterol in LDL [Masse/Volumen] in Serum oder Plasma, berechnet",""
"350","13500-4","Aminosäuremuster","Serum oder Plasma","Aminosäuremuster [Interpretation] in Serum oder Plasma",""
"351","13533-5","Säure-Hämolyse","Blut","Säure-Hämolyse [Nachweis] von Blut",""
"352","13538-4","Kohlenstoffdioxid","Urin","Kohlenstoffdioxid, gesamt [Mol/Volumen] in Urin",""
"353","13561-6","Gentamicin","Zerebrospinalflüssigkeit","Gentamicin [Masse/Volumen] in Zerebrospinalflüssigkeit",""
"354","13562-4","Gentamicin","Körperflüssigkeit","Gentamicin [Masse/Volumen] in Körperflüssigkeit",""
"355","13574-9","Norfluoxetin","Serum oder Plasma","Norfluoxetin [Nachweis] in Serum oder Plasma",""
"356","13576-4","Oxycodon","Serum oder Plasma","Oxycodon [Nachweis] in Serum oder Plasma",""
"357","13592-1","Thrombozytenaggregation.XXX-induziert","Thrombozytenreiches Plasma","Thrombozytenaggregation XXX-induziert in thrombozytenreichem Plasma",""
"358","13494-0","Probenmaterialvolumen","Dialysat","Volumen von 4-Stunden-Dialysat","Sammelmenge"
"359","13505-3","Herpes-simplex-Virus-Typ-1+2-Ak-Muster","Serum","Herpes-simplex-Virus Typ 1+2 Antikörpermuster [Interpretation] in Serum","HSV"
"360","25570-3","C-Peptid^12. Probenmaterial nach XXX Stimulation","Serum oder Plasma","C-Peptid [Mol/Volumen] in Serum oder Plasma --12. Probenmaterial nach XXX Stimulation",""
"361","25576-0","C-Peptid^3. Probenmaterial nach XXX Stimulation","Serum oder Plasma","C-Peptid [Mol/Volumen] in Serum oder Plasma --3. Probenmaterial nach XXX Stimulation",""
"362","25582-8","C-Peptid^9. Probenmaterial nach XXX Stimulation","Serum oder Plasma","C-Peptid [Mol/Volumen] in Serum oder Plasma --9. Probenmaterial nach XXX Stimulation",""
"363","25589-3","Citalopram","Serum oder Plasma","Citalopram [Mol/Volumen] in Serum oder Plasma",""
"364","25610-7","Koschenillen-Extrakt Ak.IgE.RAST Klasse","Serum","Koschenillen-Extrakt IgE-Antikörper-RAST-Klasse [Nachweis] in Serum",""
"365","3458-7","Chlordiazepoxid","Urin","Chlordiazepoxid [Nachweis] in Urin",""
"366","34616-3","Aminosäuren","Zerebrospinalflüssigkeit","Aminosäuren [Nachweis oder Identität] in Zerebrospinalflüssigkeit",""
"367","34640-3","Gallensäure","Körperflüssigkeit","Gallensäure [Masse/Volumen] in Körperflüssigkeit",""
"368","3971-9","Pindolol","Serum oder Plasma","Pindolol [Masse/Volumen] in Serum oder Plasma",""
"369","39772-9","Sulfamethoxazol","Serum oder Plasma","Sulfamethoxazol [Mol/Volumen] in Serum oder Plasma",""
"370","14760-3","Glucose^2 Stunden postprandial","Blut kapillar","Glucose [Mol/Volumen] in Kapillarblut --2 Stunden postprandial","Glukose"
"371","14767-8","Glucose^5 Stunden nach Dosis Glucose","Serum oder Plasma","Glucose [Mol/Volumen] in Serum oder Plasma --5 Stunden nach Dosis Glucose","Glukose"
"372","14772-8","Gold","Serum oder Plasma","Gold [Mol/Volumen] in Serum oder Plasma",""
"373","14773-6","Granulozyten/100 Leukozyten","Bronchialtrakt","Granulozyten/100 Leukozyten in Probenmaterial aus dem Bronchialtrakt mit manueller Zählung",""
"374","14774-4","Haloperidol","Serum oder Plasma","Haloperidol [Mol/Volumen] in Serum oder Plasma",""
